Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
582,32,AC-11,"-85.25731321858262, 35.12742642431198, -85.25976380015896, 35.12318189251357, -85.26466496331182, 35.12318189251357, -85.26711554488821, 35.12742642431198, -85.26466496331182, 35.13167095611038, -85.25976380015896, 35.13167095611038, -85.25731321858262, 35.12742642431198","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,19,35.12742642,-85.26221438
583,29,AD-11,"-85.24996147385338, 35.13167095611038, -85.25241205542983, 35.12742642431198, -85.25731321858262, 35.12742642431198, -85.25976380015896, 35.13167095611038, -85.25731321858262, 35.13591548790873, -85.25241205542983, 35.13591548790873, -85.24996147385338, 35.13167095611038","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.25486264
584,319,AE-11,"-85.24260972912424, 35.12742642431198, -85.24506031070064, 35.12318189251357, -85.24996147385338, 35.12318189251357, -85.25241205542983, 35.12742642431198, -85.24996147385338, 35.13167095611038, -85.24506031070064, 35.13167095611038, -85.24260972912424, 35.12742642431198","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,19,35.12742642,-85.24751089
585,689,AF-11,"-85.23525798439505, 35.13167095611038, -85.23770856597139, 35.12742642431198, -85.24260972912424, 35.12742642431198, -85.24506031070064, 35.13167095611038, -85.24260972912424, 35.13591548790873, -85.23770856597139, 35.13591548790873, -85.23525798439505, 35.13167095611038","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",4,2,14,35.13167096,-85.24015915
586,58,AG-11,"-85.2279062396658, 35.12742642431198, -85.2303568212422, 35.12318189251357, -85.23525798439505, 35.12318189251357, -85.23770856597139, 35.12742642431198, -85.23525798439505, 35.13167095611038, -85.2303568212422, 35.13167095611038, -85.2279062396658, 35.12742642431198","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,17,35.12742642,-85.2328074
587,12,AH-11,"-85.22055449493655, 35.13167095611038, -85.22300507651306, 35.12742642431198, -85.2279062396658, 35.12742642431198, -85.2303568212422, 35.13167095611038, -85.2279062396658, 35.13591548790873, -85.22300507651306, 35.13591548790873, -85.22055449493655, 35.13167095611038","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.22545566
588,16,AI-11,"-85.21320275020747, 35.12742642431198, -85.21565333178387, 35.12318189251357, -85.22055449493655, 35.12318189251357, -85.22300507651306, 35.12742642431198, -85.22055449493655, 35.13167095611038, -85.21565333178387, 35.13167095611038, -85.21320275020747, 35.12742642431198","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,16,35.12742642,-85.21810391
589,74,AJ-11,"-85.20585100547828, 35.13167095611038, -85.20830158705462, 35.12742642431198, -85.21320275020747, 35.12742642431198, -85.21565333178387, 35.13167095611038, -85.21320275020747, 35.13591548790873, -85.20830158705462, 35.13591548790873, -85.20585100547828, 35.13167095611038","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,16,35.13167096,-85.21075217
590,20,AK-11,"-85.19849926074903, 35.12742642431198, -85.20094984232549, 35.12318189251357, -85.20585100547828, 35.12318189251357, -85.20830158705462, 35.12742642431198, -85.20585100547828, 35.13167095611038, -85.20094984232549, 35.13167095611038, -85.19849926074903, 35.12742642431198","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,18,35.12742642,-85.20340042
591,10,AL-11,"-85.1911475160199, 35.13167095611038, -85.1935980975963, 35.12742642431198, -85.19849926074903, 35.12742642431198, -85.20094984232549, 35.13167095611038, -85.19849926074903, 35.13591548790873, -85.1935980975963, 35.13591548790873, -85.1911475160199, 35.13167095611038","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.19604868
592,0,AM-11,"-85.1837957712907, 35.12742642431198, -85.18624635286704, 35.12318189251357, -85.1911475160199, 35.12318189251357, -85.1935980975963, 35.12742642431198, -85.1911475160199, 35.13167095611038, -85.18624635286704, 35.13167095611038, -85.1837957712907, 35.12742642431198","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,19,35.12742642,-85.18869693
593,0,AN-11,"-85.17644402656146, 35.13167095611038, -85.17889460813785, 35.12742642431198, -85.1837957712907, 35.12742642431198, -85.18624635286704, 35.13167095611038, -85.1837957712907, 35.13591548790873, -85.17889460813785, 35.13591548790873, -85.17644402656146, 35.13167095611038","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.18134519
594,0,AP-11,"-85.16174053710313, 35.13167095611038, -85.16419111867953, 35.12742642431198, -85.16909228183226, 35.12742642431198, -85.17154286340872, 35.13167095611038, -85.16909228183226, 35.13591548790873, -85.16419111867953, 35.13591548790873, -85.16174053710313, 35.13167095611038","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.13167095611038, 35.12742642431198, 35.12742642431198, 35.13167095611038, 35.13591548790873, 35.13591548790873, 35.13167095611038",2,2,19,35.13167096,-85.1666417
595,1,AU-11,"-85.12498181345711, 35.12742642431198, -85.12743239503351, 35.12318189251357, -85.13233355818636, 35.12318189251357, -85.1347841397627, 35.12742642431198, -85.13233355818636, 35.13167095611038, -85.12743239503351, 35.13167095611038, -85.12498181345711, 35.12742642431198","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.12742642431198, 35.12318189251357, 35.12318189251357, 35.12742642431198, 35.13167095611038, 35.13167095611038, 35.12742642431198",2,2,19,35.12742642,-85.12988298
596,33,V-10,"-85.30877543168691, 35.14016001970731, -85.31122601326342, 35.13591548790873, -85.31612717641616, 35.13591548790873, -85.31857775799256, 35.14016001970731, -85.31612717641616, 35.144404551505716, -85.31122601326342, 35.144404551505716, -85.30877543168691, 35.14016001970731","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,3,16,35.14016002,-85.31367659
597,6,W-10,"-85.30142368695783, 35.13591548790873, -85.30387426853423, 35.13167095611038, -85.30877543168691, 35.13167095611038, -85.31122601326342, 35.13591548790873, -85.30877543168691, 35.14016001970731, -85.30387426853423, 35.14016001970731, -85.30142368695783, 35.13591548790873","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",2,2,18,35.13591549,-85.30632485
598,5,X-10,"-85.29407194222858, 35.14016001970731, -85.29652252380498, 35.13591548790873, -85.30142368695783, 35.13591548790873, -85.30387426853417, 35.14016001970731, -85.30142368695783, 35.144404551505716, -85.29652252380498, 35.144404551505716, -85.29407194222858, 35.14016001970731","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,18,35.14016002,-85.29897311
599,19,Y-10,"-85.28672019749939, 35.13591548790873, -85.28917077907573, 35.13167095611038, -85.29407194222858, 35.13167095611038, -85.29652252380498, 35.13591548790873, -85.29407194222858, 35.14016001970731, -85.28917077907573, 35.14016001970731, -85.28672019749939, 35.13591548790873","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",4,2,12,35.13591549,-85.29162136
600,5,Z-10,"-85.27936845277014, 35.14016001970731, -85.28181903434665, 35.13591548790873, -85.28672019749939, 35.13591548790873, -85.28917077907573, 35.14016001970731, -85.28672019749939, 35.144404551505716, -85.28181903434665, 35.144404551505716, -85.27936845277014, 35.14016001970731","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,19,35.14016002,-85.28426962
601,21,AB-10,"-85.26466496331182, 35.14016001970731, -85.26711554488821, 35.13591548790873, -85.27201670804106, 35.13591548790873, -85.2744672896174, 35.14016001970731, -85.27201670804106, 35.144404551505716, -85.26711554488821, 35.144404551505716, -85.26466496331182, 35.14016001970731","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,19,35.14016002,-85.26956613
602,32,AC-10,"-85.25731321858262, 35.13591548790873, -85.25976380015896, 35.13167095611038, -85.26466496331182, 35.13167095611038, -85.26711554488821, 35.13591548790873, -85.26466496331182, 35.14016001970731, -85.25976380015896, 35.14016001970731, -85.25731321858262, 35.13591548790873","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",2,2,19,35.13591549,-85.26221438
603,93,AD-10,"-85.24996147385338, 35.14016001970731, -85.25241205542983, 35.13591548790873, -85.25731321858262, 35.13591548790873, -85.25976380015896, 35.14016001970731, -85.25731321858262, 35.144404551505716, -85.25241205542983, 35.144404551505716, -85.24996147385338, 35.14016001970731","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,19,35.14016002,-85.25486264
604,430,AE-10,"-85.24260972912424, 35.13591548790873, -85.24506031070064, 35.13167095611038, -85.24996147385338, 35.13167095611038, -85.25241205542983, 35.13591548790873, -85.24996147385338, 35.14016001970731, -85.24506031070064, 35.14016001970731, -85.24260972912424, 35.13591548790873","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",6,2,14,35.13591549,-85.24751089
605,230,AF-10,"-85.23525798439505, 35.14016001970731, -85.23770856597139, 35.13591548790873, -85.24260972912424, 35.13591548790873, -85.24506031070064, 35.14016001970731, -85.24260972912424, 35.144404551505716, -85.23770856597139, 35.144404551505716, -85.23525798439505, 35.14016001970731","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,19,35.14016002,-85.24015915
606,123,AG-10,"-85.2279062396658, 35.13591548790873, -85.2303568212422, 35.13167095611038, -85.23525798439505, 35.13167095611038, -85.23770856597139, 35.13591548790873, -85.23525798439505, 35.14016001970731, -85.2303568212422, 35.14016001970731, -85.2279062396658, 35.13591548790873","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",2,2,17,35.13591549,-85.2328074
607,33,AH-10,"-85.22055449493655, 35.14016001970731, -85.22300507651306, 35.13591548790873, -85.2279062396658, 35.13591548790873, -85.2303568212422, 35.14016001970731, -85.2279062396658, 35.144404551505716, -85.22300507651306, 35.144404551505716, -85.22055449493655, 35.14016001970731","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.14016001970731, 35.13591548790873, 35.13591548790873, 35.14016001970731, 35.144404551505716, 35.144404551505716, 35.14016001970731",2,2,19,35.14016002,-85.22545566
608,0,AI-10,"-85.21320275020747, 35.13591548790873, -85.21565333178387, 35.13167095611038, -85.22055449493655, 35.13167095611038, -85.22300507651306, 35.13591548790873, -85.22055449493655, 35.14016001970731, -85.21565333178387, 35.14016001970731, -85.21320275020747, 35.13591548790873","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.13591548790873, 35.13167095611038, 35.13167095611038, 35.13591548790873, 35.14016001970731, 35.14016001970731, 35.13591548790873",2,2,19,35.13591549,-85.21810391
